,,,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Item,
Overall experience,,,(N),-4,-3,-2,-1,Mean,
How satisfied are you with your UMass Amherst,,,,,,,,,
experience overall?,,,6,66.7%,33.3%,0.0%,0.0%,3.6,
EDUCATIONAL EXPERIENCES,,,,,,,,,
"While at UMass, did you participate in any of the following:",,,,(N),Yes,No,,,
"Practicum, internship, field or coop experience, clinical assignment.",,,,5,60.0%,40.0%,,,
Community service or volunteer work.,,,,5,80.0%,20.0%,,,
Research project with faculty outside of course requirements.,,,,6,33.3%,66.7%,,,
Study abroad.,,,,5,80.0%,20.0%,,,
Culminating senior experience.,,,,5,0.0%,100.0%,,,
POST UMASS PLANS,,,,,,,,,
,,,,,Graduate or,,,,
,,,"Employment,","Employment,",professional,Military,Volunteer,,
Principal activity,,(N)   full-time paid,,part-time paid,school,service,activity,Other,
What is most likely to be your principal,,,,,,,,,
activity upon graduation? (select one),6,,66.7%,0.0%,16.7%,0.0%,0.0%,16.7%,
,,,Less than,"$30,000 to","$40,000 to","$50,000 to","$60,000 or",,
Annual salary,(N),,"$30,000","$39,000","$49,000","$59,000",more,,
"If you have accepted a full-time job,",,,,,,,,,
what is your approximate annual salary?,0,,0.0%,0.0%,0.0%,0.0%,0.0%,,
,,,,"CT, RI, VT,",Other U.S.,Outside the,,,
Location,(N),,Massachusetts,"ME, or NH",location,,U.S.,,
"If you have accepted a full-time job,",,,,,,,,,
where is it located?,0,,0.0%,0.0%,0.0%,,0.0%,,
,,,Other,Ph.D.,,"M.D., D.O.,  L.L.B. or J.D.",,,
Graduate degree,(N),,MBA   Master's   or Ed.D.,,D.V.M.,D.D.S.,(Law),Other,
If you are attending graduate school this,,,,,,,,,
"year, what degree will you be seeking?",1,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,,,,,,,
"Survey methods and results at: www.umass.edu/oapa/oapa/reports/senior_survey. Office of Academic Planning and Assessment, 11/09/2015",,,,,,,,,
,,,,,,,,,
2015 UMass-Amherst Graduating Senior Survey Departmental Results,,,,,,,,,
"Languages, Literatures and Cultures",,,,,,,,,
Graduates (Calendar Year 2015): 58,,,,,,,,,
Survey Respondents: 38,,,,,,,,,
Response Rate: 65.5%,,,,,,,,,
,,,,,,,,,
SATISFACTION WITH YOUR MAJOR AND UMASS-AMHERST,,,,,,,,,
,,,,,,,,,
,,,,Very,Somewhat,Somewhat,,Very,
,,,,Satisfied,Satisfied,Dissatisfied,,Dissatisfied,Item
"Within your major, how satisfied are you with:",,,(N),-4,-3,,-2,-1,Mean
The accessibility of faculty.,,,35,65.7%,22.9%,8.6%,,2.9%,3.5
The quality of teaching.,,,35,57.1%,37.1%,2.9%,,2.9%,3.5
Academic advising.,,,35,42.9%,25.7%,20.0%,,11.4%,3.0
Access to classes.,,,33,72.7%,12.1%,12.1%,,3.0%,3.5
Faculty concern for your academic progress.,,,34,52.9%,35.3%,8.8%,,2.9%,3.4
Writing preparation.,,,34,35.3%,47.1%,14.7%,,2.9%,3.1
Connections to the rest of your academics.,,,34,41.2%,44.1%,14.7%,,0.0%,3.3
Career preparation and guidance.,,,34,17.6%,41.2%,32.4%,,8.8%,2.7
Your overall experience.,,,34,52.9%,38.2%,8.8%,,0.0%,3.4
,,,,Very,Somewhat,Somewhat,,Very,
,,,,Satisfied,Satisfied,Dissatisfied,,Dissatisfied,Item
Overall experience,,,(N),-4,-3,,-2,-1,Mean
How satisfied are you with your UMass Amherst,,,,,,,,,
experience overall?,,,38,50.0%,42.1%,7.9%,,0.0%,3.4
EDUCATIONAL EXPERIENCES,,,,,,,,,
"While at UMass, did you participate in any of the following:",,,,(N),Yes,No,,,
"Practicum, internship, field or coop experience, clinical assignment.",,,,38,36.8%,63.2%,,,
Community service or volunteer work.,,,,38,57.9%,42.1%,,,
Research project with faculty outside of course requirements.,,,,38,23.7%,76.3%,,,
Study abroad.,,,,38,68.4%,31.6%,,,
Culminating senior experience.,,,,38,34.2%,65.8%,,,
POST UMASS PLANS,,,,,,,,,
,,,,,Graduate or,,,,
,,"Employment,",,"Employment,",professional,,Military,Volunteer,
Principal activity,,(N)   full-time paid,,part-time paid,school,,service,activity,Other
What is most likely to be your principal,,,,,,,,,
activity upon graduation? (select one),38,,47.4%,18.4%,18.4%,,2.6%,5.3%,7.9%
,,Less than,,"$30,000 to","$40,000 to","$50,000 to",,"$60,000 or",
Annual salary,(N),,"$30,000","$39,000","$49,000","$59,000",,more,
"If you have accepted a full-time job,",,,,,,,,,
what is your approximate annual salary?,5,,60.0%,40.0%,0.0%,0.0%,,0.0%,
,,,,"CT, RI, VT,",Other U.S.,,Outside the,,
Location,(N),,Massachusetts,"ME, or NH",location,,U.S.,,
"If you have accepted a full-time job,",,,,,,,,,
where is it located?,7,,28.6%,14.3%,,28.6%,28.6%,,
,,,Other,Ph.D.,,"M.D., D.O.,  L.L.B. or J.D.",,,
Graduate degree,(N),,MBA   Master's   or Ed.D.,,D.V.M.,D.D.S.,,(Law),Other
If you are attending graduate school this,,,,,,,,,
"year, what degree will you be seeking?",5,0.0%,80.0%,20.0%,0.0%,0.0%,,0.0%,0.0%
,,,,,,,,,
"Survey methods and results at: www.umass.edu/oapa/oapa/reports/senior_survey. Office of Academic Planning and Assessment, 11/09/2015",,,,,,,,,
,,,,,,,,,
2015 UMass-Amherst Graduating Senior Survey Departmental Results,,,,,,,,,
Linguistics,,,,,,,,,
Graduates (Calendar Year 2015): 27,,,,,,,,,
Survey Respondents: 22,,,,,,,,,
Response Rate: 81.5%,,,,,,,,,
,,,,,,,,,
SATISFACTION WITH YOUR MAJOR AND UMASS-AMHERST,,,,,,,,,
,,,,,,,,,
,,,,Very,Somewhat,Somewhat,Very,,
,,,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Item,
"Within your major, how satisfied are you with:",,,(N),-4,-3,-2,-1,Mean,
The accessibility of faculty.,,,21,76.2%,23.8%,0.0%,0.0%,3.8,
The quality of teaching.,,,21,71.4%,23.8%,4.8%,0.0%,3.7,
Academic advising.,,,21,47.6%,23.8%,14.3%,14.3%,3.0,
Access to classes.,,,21,57.1%,33.3%,9.5%,0.0%,3.5,
Faculty concern for your academic progress.,,,21,57.1%,19.0%,9.5%,14.3%,3.2,
Writing preparation.,,,20,65.0%,30.0%,5.0%,0.0%,3.6,
Connections to the rest of your academics.,,,21,61.9%,33.3%,0.0%,4.8%,3.5,
Career preparation and guidance.,,,21,23.8%,38.1%,19.0%,19.0%,2.7,
Your overall experience.,,,21,66.7%,28.6%,4.8%,0.0%,3.6,
,,,,Very,Somewhat,Somewhat,Very,,
,,,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Item,
Overall experience,,,(N),-4,-3,-2,-1,Mean,
How satisfied are you with your UMass Amherst,,,,,,,,,
experience overall?,,,22,45.5%,50.0%,4.5%,0.0%,3.4,
EDUCATIONAL EXPERIENCES,,,,,,,,,
"While at UMass, did you participate in any of the following:",,,,(N),Yes,No,,,
"Practicum, internship, field or coop experience, clinical assignment.",,,,20,45.0%,55.0%,,,
Community service or volunteer work.,,,,19,42.1%,57.9%,,,
Research project with faculty outside of course requirements.,,,,19,42.1%,57.9%,,,
Study abroad.,,,,20,45.0%,55.0%,,,
Culminating senior experience.,,,,20,30.0%,70.0%,,,
POST UMASS PLANS,,,,,,,,,
,,,,,Graduate or,,,,
,,"Employment,",,"Employment,",professional,Military,Volunteer,,
Principal activity,,(N)   full-time paid,,part-time paid,school,service,activity,Other,
What is most likely to be your principal,,,,,,,,,
activity upon graduation? (select one),22,,45.5%,31.8%,22.7%,0.0%,0.0%,0.0%,
,,Less than,,"$30,000 to","$40,000 to","$50,000 to","$60,000 or",,
Annual salary,(N),,"$30,000","$39,000","$49,000","$59,000",more,,
"If you have accepted a full-time job,",,,,,,,,,
what is your approximate annual salary?,3,,0.0%,33.3%,0.0%,66.7%,0.0%,,
,,,,"CT, RI, VT,",Other U.S.,Outside the,,,
Location,(N),,Massachusetts,"ME, or NH",location,,U.S.,,
"If you have accepted a full-time job,",,,,,,,,,
where is it located?,4,,50.0%,0.0%,50.0%,,0.0%,,
,,,Other,Ph.D.,,"M.D., D.O.,  L.L.B. or J.D.",,,
Graduate degree,(N),,MBA   Master's   or Ed.D.,,D.V.M.,D.D.S.,(Law),Other,
If you are attending graduate school this,,,,,,,,,
"year, what degree will you be seeking?",2,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,
,,,,,,,,,
"Survey methods and results at: www.umass.edu/oapa/oapa/reports/senior_survey. Office of Academic Planning and Assessment, 11/09/2015",,,,,,,,,
,,,,,,,,,
2015 UMass-Amherst Graduating Senior Survey Departmental Results,,,,,,,,,
Music and Dance,,,,,,,,,
Graduates (Calendar Year 2015): 52,,,,,,,,,
Survey Respondents: 38,,,,,,,,,
Response Rate: 73.1%,,,,,,,,,
,,,,,,,,,
SATISFACTION WITH YOUR MAJOR AND UMASS-AMHERST,,,,,,,,,
,,,,,,,,,
,,,,Very,Somewhat,Somewhat,,Very,
,,,,Satisfied,Satisfied,Dissatisfied,,Dissatisfied,Item
"Within your major, how satisfied are you with:",,,(N),-4,-3,,-2,-1,Mean
The accessibility of faculty.,,,38,60.5%,28.9%,10.5%,,0.0%,3.5
The quality of teaching.,,,38,60.5%,34.2%,5.3%,,0.0%,3.6
Academic advising.,,,38,57.9%,31.6%,10.5%,,0.0%,3.5
Access to classes.,,,38,65.8%,23.7%,7.9%,,2.6%,3.5
Faculty concern for your academic progress.,,,38,52.6%,34.2%,10.5%,,2.6%,3.4
Writing preparation.,,,37,40.5%,43.2%,10.8%,,5.4%,3.2
Connections to the rest of your academics.,,,37,29.7%,32.4%,27.0%,,10.8%,2.8
Career preparation and guidance.,,,38,34.2%,42.1%,13.2%,,10.5%,3.0
Your overall experience.,,,38,42.1%,44.7%,13.2%,,0.0%,3.3
,,,,Very,Somewhat,Somewhat,,Very,
,,,,Satisfied,Satisfied,Dissatisfied,,Dissatisfied,Item
Overall experience,,,(N),-4,-3,,-2,-1,Mean
How satisfied are you with your UMass Amherst,,,,,,,,,
experience overall?,,,38,57.9%,28.9%,10.5%,,2.6%,3.4
EDUCATIONAL EXPERIENCES,,,,,,,,,
"While at UMass, did you participate in any of the following:",,,,(N),Yes,No,,,
"Practicum, internship, field or coop experience, clinical assignment.",,,,37,51.4%,48.6%,,,
Community service or volunteer work.,,,,37,48.6%,51.4%,,,
Research project with faculty outside of course requirements.,,,,37,21.6%,78.4%,,,
Study abroad.,,,,37,10.8%,89.2%,,,
Culminating senior experience.,,,,37,51.4%,48.6%,,,
POST UMASS PLANS,,,,,,,,,
,,,,,Graduate or,,,,
,,"Employment,",,"Employment,",professional,,Military,Volunteer,
Principal activity,,(N)   full-time paid,,part-time paid,school,,service,activity,Other
What is most likely to be your principal,,,,,,,,,
activity upon graduation? (select one),35,,40.0%,22.9%,25.7%,,0.0%,2.9%,8.6%
,,Less than,,"$30,000 to","$40,000 to","$50,000 to",,"$60,000 or",
Annual salary,(N),,"$30,000","$39,000","$49,000","$59,000",,more,
"If you have accepted a full-time job,",,,,,,,,,
what is your approximate annual salary?,1,,0.0%,100.0%,0.0%,0.0%,,0.0%,
,,,,"CT, RI, VT,",Other U.S.,,Outside the,,
Location,(N),,Massachusetts,"ME, or NH",location,,U.S.,,
"If you have accepted a full-time job,",,,,,,,,,
where is it located?,2,,50.0%,0.0%,,50.0%,0.0%,,
,,,Other,Ph.D.,,"M.D., D.O.,  L.L.B. or J.D.",,,
Graduate degree,(N),,MBA   Master's   or Ed.D.,,D.V.M.,D.D.S.,,(Law),Other
If you are attending graduate school this,,,,,,,,,
"year, what degree will you be seeking?",10,20.0%,70.0%,0.0%,0.0%,0.0%,,0.0%,10.0%
,,,,,,,,,
"Survey methods and results at: www.umass.edu/oapa/oapa/reports/senior_survey. Office of Academic Planning and Assessment, 11/09/2015",,,,,,,,,
,,,,,,,,,
2015 UMass-Amherst Graduating Senior Survey Departmental Results,,,,,,,,,
Philosophy,,,,,,,,,
Graduates (Calendar Year 2015): 17,,,,,,,,,
Survey Respondents: 6,,,,,,,,,
Response Rate: 35.3%,,,,,,,,,
,,,,,,,,,
SATISFACTION WITH YOUR MAJOR AND UMASS-AMHERST,,,,,,,,,
,,,,,,,,,
,,,,Very,Somewhat,Somewhat,Very,,
,,,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Item,
"Within your major, how satisfied are you with:",,,(N),-4,-3,-2,-1,Mean,
The accessibility of faculty.,,,6,50.0%,33.3%,0.0%,16.7%,3.2,
The quality of teaching.,,,6,50.0%,33.3%,0.0%,16.7%,3.2,
Academic advising.,,,6,50.0%,16.7%,16.7%,16.7%,3.0,
Access to classes.,,,6,50.0%,33.3%,0.0%,16.7%,3.2,
Faculty concern for your academic progress.,,,6,0.0%,83.3%,16.7%,0.0%,2.8,
Writing preparation.,,,6,50.0%,33.3%,0.0%,16.7%,3.2,
Connections to the rest of your academics.,,,6,16.7%,66.7%,0.0%,16.7%,2.8,
Career preparation and guidance.,,,6,16.7%,16.7%,66.7%,0.0%,2.5,
Your overall experience.,,,6,33.3%,33.3%,16.7%,16.7%,2.8,
,,,,Very,Somewhat,Somewhat,Very,,
,,,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Item,
Overall experience,,,(N),-4,-3,-2,-1,Mean,
How satisfied are you with your UMass Amherst,,,,,,,,,
experience overall?,,,6,33.3%,66.7%,0.0%,0.0%,3.4,
EDUCATIONAL EXPERIENCES,,,,,,,,,
"While at UMass, did you participate in any of the following:",,,,(N),Yes,No,,,
"Practicum, internship, field or coop experience, clinical assignment.",,,,6,16.7%,83.3%,,,
Community service or volunteer work.,,,,6,66.7%,33.3%,,,
Research project with faculty outside of course requirements.,,,,6,0.0%,100.0%,,,
Study abroad.,,,,6,50.0%,50.0%,,,
Culminating senior experience.,,,,6,0.0%,100.0%,,,
POST UMASS PLANS,,,,,,,,,
,,,,,Graduate or,,,,
,,"Employment,",,"Employment,",professional,Military,Volunteer,,
Principal activity,,(N)   full-time paid,,part-time paid,school,service,activity,Other,
What is most likely to be your principal,,,,,,,,,
activity upon graduation? (select one),6,,66.7%,0.0%,33.3%,0.0%,0.0%,0.0%,
,,Less than,,"$30,000 to","$40,000 to","$50,000 to","$60,000 or",,
Annual salary,(N),"$30,000",,"$39,000","$49,000","$59,000",more,,
"If you have accepted a full-time job,",,,,,,,,,
what is your approximate annual salary?,0,,0.0%,0.0%,0.0%,0.0%,0.0%,,
,,,,"CT, RI, VT,",Other U.S.,Outside the,,,
Location,(N),Massachusetts,,"ME, or NH",location,,U.S.,,
"If you have accepted a full-time job,",,,,,,,,,
where is it located?,1,,100.0%,0.0%,0.0%,,0.0%,,
,,,Other,Ph.D.,,"M.D., D.O.,  L.L.B. or J.D.",,,
Graduate degree,(N),,MBA   Master's   or Ed.D.,,D.V.M.,D.D.S.,(Law),Other,
If you are attending graduate school this,,,,,,,,,
"year, what degree will you be seeking?",1,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,
,,,,,,,,,
"Survey methods and results at: www.umass.edu/oapa/oapa/reports/senior_survey. Office of Academic Planning and Assessment, 11/09/2015",,,,,,,,,
,,,,,,,,,
2015 UMass-Amherst Graduating Senior Survey Departmental Results,,,,,,,,,
Theater,,,,,,,,,
Graduates (Calendar Year 2015): 25,,,,,,,,,
Survey Respondents: 21,,,,,,,,,
Response Rate: 84.0%,,,,,,,,,
,,,,,,,,,
SATISFACTION WITH YOUR MAJOR AND UMASS-AMHERST,,,,,,,,,
,,,,,,,,,
,,,,Very,Somewhat,Somewhat,Very,,
,,,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Item,
"Within your major, how satisfied are you with:",,,(N),-4,-3,-2,-1,Mean,
The accessibility of faculty.,,,21,76.2%,9.5%,9.5%,4.8%,3.6,
The quality of teaching.,,,21,47.6%,38.1%,9.5%,4.8%,3.3,
Academic advising.,,,21,47.6%,33.3%,4.8%,14.3%,3.1,
Access to classes.,,,21,14.3%,47.6%,28.6%,9.5%,2.7,
Faculty concern for your academic progress.,,,21,71.4%,19.0%,0.0%,9.5%,3.5,
Writing preparation.,,,21,38.1%,38.1%,23.8%,0.0%,3.1,
Connections to the rest of your academics.,,,21,42.9%,33.3%,19.0%,4.8%,3.1,
Career preparation and guidance.,,,21,19.0%,38.1%,23.8%,19.0%,2.6,
Your overall experience.,,,21,52.4%,28.6%,9.5%,9.5%,3.2,
,,,,Very,Somewhat,Somewhat,Very,,
,,,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Item,
Overall experience,,,(N),-4,-3,-2,-1,Mean,
How satisfied are you with your UMass Amherst,,,,,,,,,
experience overall?,,,21,47.6%,42.9%,9.5%,0.0%,3.4,
EDUCATIONAL EXPERIENCES,,,,,,,,,
"While at UMass, did you participate in any of the following:",,,,(N),Yes,No,,,
"Practicum, internship, field or coop experience, clinical assignment.",,,,19,47.4%,52.6%,,,
Community service or volunteer work.,,,,19,26.3%,73.7%,,,
Research project with faculty outside of course requirements.,,,,17,35.3%,64.7%,,,
Study abroad.,,,,19,26.3%,73.7%,,,
Culminating senior experience.,,,,19,5.3%,94.7%,,,
POST UMASS PLANS,,,,,,,,,
,,,,,Graduate or,,,,
,,"Employment,",,"Employment,",professional,Military,Volunteer,,
Principal activity,,(N)   full-time paid,,part-time paid,school,service,activity,Other,
What is most likely to be your principal,,,,,,,,,
activity upon graduation? (select one),21,,33.3%,42.9%,19.0%,0.0%,0.0%,4.8%,
,,,Less than,"$30,000 to","$40,000 to","$50,000 to","$60,000 or",,
Annual salary,(N),,"$30,000","$39,000","$49,000","$59,000",more,,
"If you have accepted a full-time job,",,,,,,,,,
what is your approximate annual salary?,2,,100.0%,0.0%,0.0%,0.0%,0.0%,,
,,,,"CT, RI, VT,",Other U.S.,Outside the,,,
Location,(N),,Massachusetts,"ME, or NH",location,,U.S.,,
"If you have accepted a full-time job,",,,,,,,,,
where is it located?,3,,66.7%,33.3%,,0.0%,0.0%,,
,,,Other,Ph.D.,,"M.D., D.O.,  L.L.B. or J.D.",,,
Graduate degree,(N),,MBA   Master's   or Ed.D.,,D.V.M.,D.D.S.,(Law),Other,
If you are attending graduate school this,,,,,,,,,
"year, what degree will you be seeking?",3,33.3%,66.7%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,,,,,,,
"Survey methods and results at: www.umass.edu/oapa/oapa/reports/senior_survey. Office of Academic Planning and Assessment, 11/09/2015",,,,,,,,,
,,,,,,,,,
2015 UMass-Amherst Graduating Senior Survey Departmental Results,,,,,,,,,
"Women, Gender, Sexuality Studies",,,,,,,,,
Graduates (Calendar Year 2015): 10,,,,,,,,,
Survey Respondents: 6,,,,,,,,,
Response Rate: 60.0%,,,,,,,,,
,,,,,,,,,
SATISFACTION WITH YOUR MAJOR AND UMASS-AMHERST,,,,,,,,,
,,,,,,,,,
,,,,Very,Somewhat,Somewhat,,Very,
,,,,Satisfied,Satisfied,Dissatisfied,,Dissatisfied,Item
"Within your major, how satisfied are you with:",,,(N),-4,-3,,-2,-1,Mean
The accessibility of faculty.,,,6,100.0%,0.0%,0.0%,,0.0%,4.0
The quality of teaching.,,,6,100.0%,0.0%,0.0%,,0.0%,4.0
Academic advising.,,,6,83.3%,0.0%,16.7%,,0.0%,3.7
Access to classes.,,,6,100.0%,0.0%,0.0%,,0.0%,4.0
Faculty concern for your academic progress.,,,6,83.3%,0.0%,0.0%,,16.7%,3.5
Writing preparation.,,,6,83.3%,16.7%,0.0%,,0.0%,3.8
Connections to the rest of your academics.,,,6,83.3%,0.0%,16.7%,,0.0%,3.7
Career preparation and guidance.,,,6,83.3%,0.0%,0.0%,,16.7%,3.5
Your overall experience.,,,6,83.3%,16.7%,0.0%,,0.0%,3.8
,,,,Very,Somewhat,Somewhat,,Very,
,,,,Satisfied,Satisfied,Dissatisfied,,Dissatisfied,Item
Overall experience,,,(N),-4,-3,,-2,-1,Mean
How satisfied are you with your UMass Amherst,,,,,,,,,
experience overall?,,,6,83.3%,16.7%,0.0%,,0.0%,3.8
EDUCATIONAL EXPERIENCES,,,,,,,,,
"While at UMass, did you participate in any of the following:",,,,(N),Yes,No,,,
"Practicum, internship, field or coop experience, clinical assignment.",,,,6,66.7%,33.3%,,,
Community service or volunteer work.,,,,6,66.7%,33.3%,,,
Research project with faculty outside of course requirements.,,,,6,66.7%,33.3%,,,
Study abroad.,,,,6,50.0%,50.0%,,,
Culminating senior experience.,,,,6,66.7%,33.3%,,,
POST UMASS PLANS,,,,,,,,,
,,,,,Graduate or,,,,
,,"Employment,",,"Employment,",professional,Military,,Volunteer,
Principal activity,,(N)   full-time paid,,part-time paid,school,service,,activity,Other
What is most likely to be your principal,,,,,,,,,
activity upon graduation? (select one),6,,50.0%,0.0%,33.3%,,0.0%,0.0%,16.7%
,,Less than,,"$30,000 to","$40,000 to","$50,000 to",,"$60,000 or",
Annual salary,(N),"$30,000",,"$39,000","$49,000","$59,000",,more,
"If you have accepted a full-time job,",,,,,,,,,
what is your approximate annual salary?,0,,0.0%,0.0%,0.0%,0.0%,,0.0%,
,,,,"CT, RI, VT,",Other U.S.,,Outside the,,
Location,(N),Massachusetts,,"ME, or NH",location,,U.S.,,
"If you have accepted a full-time job,",,,,,,,,,
where is it located?,0,,0.0%,0.0%,,0.0%,0.0%,,
,,,Other,Ph.D.,,"M.D., D.O.,  L.L.B. or J.D.",,,
Graduate degree,(N),,MBA   Master's   or Ed.D.,,D.V.M.,D.D.S.,,(Law),Other
If you are attending graduate school this,,,,,,,,,
"year, what degree will you be seeking?",2,0.0%,100.0%,0.0%,0.0%,0.0%,,0.0%,0.0%
,,,,,,,,,
"Survey methods and results at: www.umass.edu/oapa/oapa/reports/senior_survey. Office of Academic Planning and Assessment, 11/09/2015",,,,,,,,,
,,,,,,,,,
2015 UMass-Amherst Graduating Senior Survey,,,,,,,,,
College of Information and Computer Sciences,,,,,,,,,
Graduates (Calendar Year 2015): 122,,,,,,,,,
Survey Respondents: 93,,,,,,,,,
Response Rate: 76.2%,,,,,,,,,
,,,,,,,,,
SATISFACTION WITH YOUR MAJOR AND UMASS-AMHERST,,,,,,,,,
,,,,,,,,,
,,,,Very,Somewhat,Somewhat,Very,,
,,,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Item,
"Within your major, how satisfied are you with:",,,(N),-4,-3,-2,-1,Mean,
The accessibility of faculty.,,,89,65.2%,30.3%,2.2%,2.2%,3.6,
The quality of teaching.,,,89,53.9%,41.6%,2.2%,2.2%,3.5,
Academic advising.,,,89,42.7%,38.2%,10.1%,9.0%,3.1,
Access to classes.,,,89,50.6%,36.0%,7.9%,5.6%,3.3,
Faculty concern for your academic progress.,,,88,42.0%,36.4%,18.2%,3.4%,3.2,
Writing preparation.,,,89,44.9%,40.4%,11.2%,3.4%,3.3,
Connections to the rest of your academics.,,,89,44.9%,41.6%,7.9%,5.6%,3.3,
Career preparation and guidance.,,,89,55.1%,28.1%,15.7%,1.1%,3.4,
Your overall experience.,,,89,66.3%,28.1%,5.6%,0.0%,3.6,
,,,,Very,Somewhat,Somewhat,Very,,
,,,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Item,
Overall experience,,,(N),-4,-3,-2,-1,Mean,
How satisfied are you with your UMass Amherst,,,,,,,,,
experience overall?,,,91,51.6%,45.1%,3.3%,0.0%,3.5,
EDUCATIONAL EXPERIENCES,,,,,,,,,
"While at UMass, did you participate in any of the following:",,,,(N),Yes,No,,,
"Practicum, internship, field or coop experience, clinical assignment.",,,,91,63.7%,36.3%,,,
Community service or volunteer work.,,,,90,37.8%,62.2%,,,
Research project with faculty outside of course requirements.,,,,91,27.5%,72.5%,,,
Study abroad.,,,,91,8.8%,91.2%,,,
Culminating senior experience.,,,,91,23.1%,76.9%,,,
POST UMASS PLANS,,,,,,,,,
,,,,,Graduate or,,,,
,,"Employment,",,"Employment,",professional,Military,Volunteer,,
Principal activity,,(N)   full-time paid,,part-time paid,school,service,activity,Other,
What is most likely to be your principal,,,,,,,,,
activity upon graduation? (select one),91,,85.7%,1.1%,12.1%,0.0%,0.0%,1.1%,
,,Less than,,"$30,000 to","$40,000 to","$50,000 to","$60,000 or",,
Annual salary,(N),,"$30,000","$39,000","$49,000","$59,000",more,,
"If you have accepted a full-time job,",,,,,,,,,
what is your approximate annual salary?,39,,0.0%,0.0%,0.0%,5.1%,94.9%,,
